"doi","tittle","author","year","journal","country","iso_3","locality","continent","longitude","latitude","farm_type","sample_type","host","age","antimicrobial","antimicrobial_compound","antimicrobial_class","who_classification","no_isolates_resistant","no_isolates_intermidiate","no_isolates_susceptible","percent_resistant","percent_intermediate","percent_susceptible","no_isolates","pathogen","strain","odd_ratio","p_value","mic_breakpoint_mg_m_l","mic_minimum_ihibitory_concentration_mg_m_l","production_system","sampling_start_date","sampling_end_date","no_samples","no_isolates_resistant_to_more_than_one_antimicrobial","prevalence_percent","controls_strain","method","no_organic_production_farms","no_conventonal_production_farms","withdrawal_period_in_years_of_antimicrobials_prior_to_experiment","guidelines","statistical_analyses","laboratory_test","farm_characteristics","notes"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Conventional","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Amikacin","AMK","Aminoglycoside","Critically important",0,551,570,0,49.15254237,50.84745763,1121,"E.coli","","NA","NA","64","","Dairy",2000,2001,1191,203,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Conventional","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Chloromphenicol","CHL","Amphenicol","Highly important",22,551,548,1.962533452,49.15254237,48.88492417,1121,"E.coli","","4.384","0.003","32","","Dairy",2000,2001,1191,203,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Conventional","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Tetracycline","TET","Tetracycline","Highly important",180,551,390,16.05709188,49.15254237,34.79036574,1121,"E.coli","","2.009","<0.001","16","","Dairy",2000,2001,1191,203,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Conventional","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",90,551,480,8.028545941,49.15254237,42.81891169,1121,"E.coli","","1.531","0.021","512","","Dairy",2000,2001,1191,203,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Conventional","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Trimethoprim-Sulfamethaxazole","TMP-SMZ","Sulfonamide","Highly important",18,551,552,1.605709188,49.15254237,49.24174844,1121,"E.coli","","2.272","0.057","4","","Dairy",2000,2001,1191,203,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Conventional","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Nalidixic acid","NAL","Quinolones","Critically important",0,551,570,0,49.15254237,50.84745763,1121,"E.coli","","NA","NA","32","","Dairy",2000,2001,1191,203,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Conventional","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Ciprofloxacin","CIP","Quinolones","Critically important",0,551,570,0,49.15254237,50.84745763,1121,"E.coli","","NA","NA","4","","Dairy",2000,2001,1191,203,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Ampicillin","AMP","Penicillin","Critically important",52,570,499,4.638715433,50.84745763,44.51382694,1121,"E.coli","","2.055","<0.001","32","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Critically important",5,570,546,0.4460303301,50.84745763,48.70651204,1121,"E.coli","","1.98","0.214","32","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Cephalothin","CEF","1st_gen cephalosporin","Highly important",23,570,528,2.051739518,50.84745763,47.10080285,1121,"E.coli","","0.969","0.918","32","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Cefoxitin","FOX","2nd_gen cephalosporin","Highly important",2,570,549,0.178412132,50.84745763,48.97413024,1121,"E.coli","","3.997","0.081","32","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Ceftiofur","CTF","3rd_gen cephalosporin","Critically important",1,570,550,0.08920606601,50.84745763,49.06333631,1121,"E.coli","","5.91","0.101","8","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Ceftriaxone","CRO","3rd_gen cephalosporin","Critically important",0,570,551,0,50.84745763,49.15254237,1121,"E.coli","","NA","NA","32","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Streptomycin","STR","Aminoglycoside","Critically important",68,570,483,6.066012489,50.84745763,43.08652988,1121,"E.coli","","1.755","0.002","64","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Kanamycin","KAN","Aminoglycoside","Critically important",52,570,499,4.638715433,50.84745763,44.51382694,1121,"E.coli","","2.588","<0.001","64","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Gentamycin","GEN","Aminoglycoside","Critically important",7,570,544,0.6244424621,50.84745763,48.52809991,1121,"E.coli","","3.241","0.008","16","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Apramycin","APR","Aminoglycoside","Critically important",3,570,548,0.267618198,50.84745763,48.88492417,1121,"E.coli","","2.262","0.239","32","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Amikacin","AMK","Aminoglycoside","Critically important",0,570,551,0,50.84745763,49.15254237,1121,"E.coli","","NA","NA","64","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Chloromphenicol","CHL","Amphenicol","Highly important",5,570,546,0.4460303301,50.84745763,48.70651204,1121,"E.coli","","4.384","0.003","32","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
"https://doi.org/10.2460/javma.2005.226.589","Antimicrobial susceptibility of Escherichia coli isolates from dairy farms using organic versus conventional production methods","Kenji et al.",2005,"Journal of American Veterinary Medical Association","United States of America","USA","Wisconsin","North America",42.862956,-90.561593,"Organic","Feacal","Cows and Calves","Lactating cows and less than 6 months calves","Tetracycline","TET","Tetracycline","Highly important",116,571,434,10.34790366,50.93666369,38.71543265,1121,"E.coli","","2.009","<0.001","16","","Dairy",2000,2001,1191,123,NA,"E coli (ATCC 25,922), Staphylococcus aureus (ATCC 29,213) and Pseudomonas aeruginosa (ATCC 27,853)","Micro-broth dillution",30,30,"3","National Committee for Clinical Laboratory Standards","Logistic regression to determine odds ratio/ Mantel-Haenszel mean score statistic","Antimicrobial susceptability test(AST) and bacterial culture","","significant p value was p=<0.05 was considered for all the analyses/ longitude and latitude are esstimated from google maps"
