"doi","continent","country","farm_type","host","antimicrobial","antimicrobial_compound","antimicrobial_class","who_classification","mean","percent_resistant","pathogen","variance","stdevD","totRes","totInt","totSus","N","sampling_end_date"
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Gentamycin","GEN","Aminoglycoside","Critically important",3,3,"E.coli",0.0310239973701512,0.176136303385052,5,0,151,151,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Tetracycline","TET","Tetracycline","Highly important",60,60,"E.coli",0.23948060486522,0.489367555999803,94,0,62,62,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Nitrofurantoin","NIT","Nitrofuran derivatives","Important",3,3,"E.coli",0.0310239973701512,0.176136303385052,5,0,151,151,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Nalidixic acid","NAL","Quinolones","Critically important",15,15,"E.coli",0.130177514792899,0.36080121229411,24,0,132,132,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Ciprofloxacin","CIP","Quinolones","Critically important",3,2,"E.coli",0.0249835634451019,0.158061897512025,4,0,152,152,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Norfloxacin","NOR","Quinolones","Critically important",3,3,"E.coli",0.0310239973701512,0.176136303385052,5,0,151,151,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Enrofloxacin","ENR","Quinolones","Critically important",3,3,"E.coli",0.0310239973701512,0.176136303385052,5,0,151,151,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Organic","Chicken","Trimethoprim-Sulfamethaxazole","TMP-SMZ","Sulfonamide","Highly important",29,29,"E.coli",0.207922419460881,0.45598510881484,46,0,110,110,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Ampicillin","AMP","Penicillin","Critically important",67,67,"E.coli",0.220044378698225,0.469088881448095,105,0,51,51,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Critically important",23,23,"E.coli",0.177514792899408,0.421325044234743,36,0,120,120,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Cefazolin","CFZ","1st_gen cephalosporin","Highly important",49,49,"E.coli",0.249958908612755,0.499958906924114,77,0,79,79,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important",5,5,"E.coli",0.0486522024983563,0.220572442744683,8,0,148,148,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Cefotaxime","CTX","3rd_gen cephalosporin","Critically important",33,33,"E.coli",0.222222222222222,0.471404520791032,52,0,104,104,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Cefoxitin","FOX","2nd_gen cephalosporin","Highly important",8,8,"E.coli",0.0763888888888889,0.276385399196283,13,0,143,143,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Chloromphenicol","CHL","Amphenicol","Highly important",17,17,"E.coli",0.143121301775148,0.378313761017423,27,0,129,129,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Gentamycin","GEN","Aminoglycoside","Critically important",24,24,"E.coli",0.184253780407627,0.429247924173928,38,0,118,118,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Tetracycline","TET","Tetracycline","Highly important",91,91,"E.coli",0.081689677843524,0.28581406166164,142,0,14,14,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Nitrofurantoin","NIT","Nitrofuran derivatives","Important",10,9,"E.coli",0.0869082840236686,0.294802109937613,15,0,141,141,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Nalidixic acid","NAL","Quinolones","Critically important",79,79,"E.coli",0.163050624589086,0.403795275590349,124,0,32,32,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Ciprofloxacin","CIP","Quinolones","Critically important",38,38,"E.coli",0.236686390532544,0.48650425541052,60,0,96,96,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Norfloxacin","NOR","Quinolones","Critically important",26,26,"E.coli",0.193745890861275,0.440165753848792,41,0,115,115,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Enrofloxacin","ENR","Quinolones","Critically important",39,39,"E.coli",0.238124589086128,0.487980111363289,61,0,95,95,NA
"http://dx.doi.org/10.1155/2015/618752","South America","Brazil","Conventional","Chicken","Trimethoprim-Sulfamethaxazole","TMP-SMZ","Sulfonamide","Highly important",44,44,"E.coli",0.246671597633136,0.496660445005575,69,0,87,87,NA
"PMID: 22468028","North America","Canada","Organic","Chicken","Tetracycline","TET","Tetracycline","Highly important",44,44,"Campylobacter",0.246913580246914,0.496903994999953,24,0,30,30,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Erythromycin","ERY","Macrolide","Critically important",7,6,"Campylobacter",0.0685871056241427,0.261891400439462,4,0,50,50,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Chloromphenicol","CHL","Amphenicol","Highly important",0,0,"Campylobacter",0,0,0,0,54,54,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Ciprofloxacin","CIP","Quinolones","Critically important",0,0,"Campylobacter",0,0,0,0,54,54,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Gentamycin","GEN","Aminoglycoside","Critically important",0,0,"Campylobacter",0,0,0,0,54,54,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Nalidixic acid","NAL","Quinolones","Critically important",0,0,"Campylobacter",0,0,0,0,54,54,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Clindamycin","CLIN","Macrolide","Critically important",4,2,"Campylobacter",0.0356652949245542,0.188852574577511,2,0,52,52,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Ampicillin","AMP","Penicillin","Critically important",0,0,"Campylobacter",0,0,0,0,54,54,2009
"PMID: 22468028","North America","Canada","Organic","Chicken","Azithromycin","AZI","Macrolide","Critically important",7,6,"Campylobacter",0.0685871056241427,0.261891400439462,4,0,50,50,2009
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Highly important",38,21,"Salmonella",0.610920497990393,0.781614033900616,19,0,82,164,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Ampicillin","AMP","Penicillin","Critically important",50,25,"Salmonella",0.74502499754926,0.863148305651618,25,0,76,152,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Ceftiofur","CTF","3rd_gen cephalosporin","Critically important",2,0,"Salmonella",0.0392118419762768,0.198019801980198,1,0,100,200,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Ciprofloxacin","CIP","Quinolones","Critically important",30,20,"Salmonella",0.505832761493971,0.711219207765068,15,0,86,172,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Florfenicol","FLO","Amphenicol","Highly important",20,9,"Salmonella",0.356827761984119,0.597350618970232,10,0,91,182,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Chloromphenicol","CHL","Amphenicol","Highly important",36,23,"Salmonella",0.585824919125576,0.765392003567829,18,0,83,166,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Gentamycin","GEN","Aminoglycoside","Critically important",79,35,"Salmonella",0.956768944221155,0.97814566615671,40,0,61,122,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Nalidixic acid","NAL","Quinolones","Critically important",85,34,"Salmonella",0.977943338888344,0.988910177361091,43,0,58,116,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Spectinomycin","SPT","Aminocyclitols","Important",79,34,"Salmonella",0.956768944221155,0.97814566615671,40,0,61,122,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Pigs","Tetracycline","TET","Tetracycline","Highly important",97,47,"Salmonella",0.999117733555534,0.999558769435561,49,0,52,104,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Highly important",38,13,"Salmonella",0.610920497990393,0.781614033900616,19,0,82,164,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Ampicillin","AMP","Penicillin","Critically important",50,23,"Salmonella",0.74502499754926,0.863148305651618,25,0,76,152,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Ceftiofur","CTF","3rd_gen cephalosporin","Critically important",2,3,"Salmonella",0.0392118419762768,0.198019801980198,1,0,100,200,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Ciprofloxacin","CIP","Quinolones","Critically important",30,0,"Salmonella",0.505832761493971,0.711219207765068,15,0,86,172,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Florfenicol","FLO","Amphenicol","Highly important",20,10,"Salmonella",0.356827761984119,0.597350618970232,10,0,91,182,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Chloromphenicol","CHL","Amphenicol","Highly important",36,3,"Salmonella",0.585824919125576,0.765392003567829,18,0,83,166,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Gentamycin","GEN","Aminoglycoside","Critically important",79,47,"Salmonella",0.956768944221155,0.97814566615671,40,0,61,122,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Nalidixic acid","NAL","Quinolones","Critically important",85,57,"Salmonella",0.977943338888344,0.988910177361091,43,0,58,116,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Spectinomycin","SPT","Aminocyclitols","Important",79,47,"Salmonella",0.956768944221155,0.97814566615671,40,0,61,122,2011
"DOI: 10.1016/j.ijfoodmicro.2013.01.020","Asia","China","Conventional","Chicken","Tetracycline","TET","Tetracycline","Highly important",97,50,"Salmonella",0.999117733555534,0.999558769435561,49,0,52,104,2011
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Ampicillin","AMP","Penicillin","Critically important",10,10,"Salmonella",0.092570239334027,0.30425357735617,16,0,139,139,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Critically important",10,10,"Salmonella",0.092570239334027,0.30425357735617,16,0,139,139,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Cefoxitin","FOX","2nd_gen cephalosporin","Highly important",5,4,"Salmonella",0.0431217481789802,0.207657766960401,7,0,148,148,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important",7,7,"Salmonella",0.0659313215400624,0.256770951511386,11,0,144,144,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Gentamycin","GEN","Aminoglycoside","Critically important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Streptomycin","STR","Aminoglycoside","Critically important",29,29,"Salmonella",0.206035379812695,0.453911202563558,45,0,110,110,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Tetracycline","TET","Tetracycline","Highly important",5,4,"Salmonella",0.0431217481789802,0.207657766960401,7,0,148,148,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Doxycycline","DOX","Tetracycline","Highly important",3,2,"Salmonella",0.0251404786680541,0.158557493257348,4,0,151,151,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",3,2,"Salmonella",0.0251404786680541,0.158557493257348,4,0,151,151,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Ofloxacin","OFX","Quinolones","Critically important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Gatifloxacin","GFX","Quinolones","Critically important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Erythromycin","ERY","Macrolide","Critically important",97,97,"Salmonella",0.025140478668054,0.158557493257348,151,0,4,4,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Colistin","CST","Polymyxins","Critically important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Organic","Chicken","Florfenicol","FLO","Amphenicol","Highly important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Ampicillin","AMP","Penicillin","Critically important",89,89,"Salmonella",0.0976482830385015,0.312487252601609,138,0,17,17,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Amoxicillin-clavulanic acid","AMC","Aminopenicillin - betalactamase inhibitors","Critically important",37,37,"Salmonella",0.23417273673257,0.483913976583205,58,0,97,97,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Cefoxitin","FOX","2nd_gen cephalosporin","Highly important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Ceftazadime","CAZI","3rd_gen cephalosporin","Critically important",83,82,"Salmonella",0.143850156087409,0.379275831140621,128,0,27,27,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Gentamycin","GEN","Aminoglycoside","Critically important",32,32,"Salmonella",0.218522372528616,0.467463766006111,50,0,105,105,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Streptomycin","STR","Aminoglycoside","Critically important",68,68,"Salmonella",0.216191467221644,0.464963941851026,106,0,49,49,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Tetracycline","TET","Tetracycline","Highly important",57,57,"Salmonella",0.244495317377732,0.494464677583477,89,0,66,66,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Doxycycline","DOX","Tetracycline","Highly important",18,18,"Salmonella",0.148012486992716,0.384723910087112,28,0,127,127,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Ofloxacin","OFX","Quinolones","Critically important",23,22,"Salmonella",0.174817898022893,0.418112303123088,35,0,120,120,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Gatifloxacin","GFX","Quinolones","Critically important",26,26,"Salmonella",0.194547346514048,0.441075216390638,41,0,114,114,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Erythromycin","ERY","Macrolide","Critically important",100,100,"Salmonella",0,0,155,0,0,0,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Colistin","CST","Polymyxins","Critically important",0,0,"Salmonella",0,0,0,0,155,155,2020
"doi: 10.3389/fvets.2021.607491","Asia","China","Conventional","Chicken","Florfenicol","FLO","Amphenicol","Highly important",10,10,"Salmonella",0.092570239334027,0.30425357735617,16,0,139,139,2020
"doi: 10.1371/journal.pone.0157049","Europe","Denmark","Conventional","Pigs","Ampicillin","AMP","Penicillin","Critically important",92,25,"E.coli",2.84084128083542,1.68547954031944,253,0,843,3372,2013
"doi: 10.1371/journal.pone.0157049","Europe","Denmark","Conventional","Pigs","Cefotaxime","CTX","3rd_gen cephalosporin","Critically important",0,0,"E.coli",0,0,0,0,1096,4384,2013
"doi: 10.1371/journal.pone.0157049","Europe","Denmark","Conventional","Pigs","Chloromphenicol","CHL","Amphenicol","Highly important",30,0,"E.coli",1.0950903084874,1.04646562699756,81,0,1015,4060,2013
"doi: 10.1371/journal.pone.0157049","Europe","Denmark","Conventional","Pigs","Ciprofloxacin","CIP","Quinolones","Critically important",12,0,"E.coli",0.46724652352283,0.683554331068738,33,0,1063,4252,2013
"doi: 10.1371/journal.pone.0157049","Europe","Denmark","Conventional","Pigs","Gentamycin","GEN","Aminoglycoside","Critically important",13,6,"E.coli",0.508284937929565,0.712941048004367,36,0,1060,4240,2013
"doi: 10.1371/journal.pone.0157049","Europe","Denmark","Conventional","Pigs","Nalidixic acid","NAL","Quinolones","Critically important",11,0,"E.coli",0.439754382226011,0.663139790863141,31,0,1065,4260,2013
"doi: 10.1371/journal.pone.0157049","Europe","Denmark","Conventional","Pigs","Sulfamethaxazole","SMZ","Sulfonamide","Highly important",100,25,"E.coli",3,1.73205080756888,274,0,822,3288,2013
